type,year,authors,title,venue
publications,2007,Garcia-Flores Jorge,"Annotation sémantique des spécifications informatiques de besoins par la méthode d'exploration contextuelle : une contribution des méthodes linguistiques aux conceptions de logiciels,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2007-01-15 [ ]"
publications,2007,Lazarov Petar,"Les constructions impersonnelles dans le cadre des voix en français : théorie et analyse formelle.,","sous la direction de Jean-Pierre Desclés et Assen Tchaouchev , Université Paris-Sorbonne et Université de Sofia, 2007-03-29 [ ]"
publications,2007,Svasek Martin,"Définition, élaboration et exploitation d’un corpus parallèle bidirectionnel français – tchèque et tchèque – français. (Návrh, vytvo&#345;ení a využití francouzsko-&#269;eského a &#269;esko-francouzského paralelního korpusu),","sous la direction de P. Pognan et V. Petkevi&#269; , Université Charles de Prague, 2007-12-07"
publications,2007,Vinzerich Aude,"La sémantique du possible : approche linguistique, logique et traitement informatique dans les textes,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2007-11-26 [ ]"
publications,2007,Abraham Maryvonne,Des pictogrammes pour parler : de la co-conception aux premières évaluations d’usage.,"ASSISTH' 2007 : 1ère conférence internationale sur l'accessibilité et les systèmes de suppléance aux personnes en situation de handicap, Toulouse, France, 19-21 novembre"
publications,2007,Abraham Maryvonne,Verbal polysemy in automatic annotation,"FLAIRS 2007, Special Track ""Automatic Annotation and Information Retrieval : New Perspectives"", Key West, Floride, 9-11 Mai, 338-343 [ ]"
publications,2007,Abraham Maryvonne,L'exploration contextuelle et la polysémie verbale : quels sont les critères qui nous permettent de choisir la signification convenable ?,"ACFAS 2007 : 75ème congrès de l'Association francophone pour le savoir, Trois Rivières, Canada, 7-11 mai"
publications,2007,"Alrahabi Motasem, Desclés Jean-Pierre",Vers une carte sémantique du discours rapporté,"""Analyse de texte par ordinateur, multilinguisme et applications"", 75e congrès de l'ACFAS, Trois-Rivières, Canada, 10-11 mai 2007"
publications,2007,"Battistelli Delphine, Minel Jean-Luc, Schwer Sylviane",Calendar Expressions Ordering in Text Corpora,"Poster Session's Proceedings NLDB'O7 (12th International Conference on Applications of Natural Language to Information Systems), CNAM Paris, 27-29 juin, 4 pages"
publications,2007,"Battistelli Delphine,Chagnoux Marie",Représenter la dynamique énonciative et modale de textes,"TALN’07 (Traitement automatique du langage naturel 2007), Toulouse, 5-8 juin, 10 pages"
publications,2007,"Blais Antoine, Iana Atanassova, Jean-Pierre Declés, Mimi Zhang, Leila Zighem.",Discourse Automatic Annotation of Texts: an Application to Summarization,"FLAIRS 2007, Special Track ""Automatic Annotation and Information Retrieval : New Perspectives"", Key West, Floride, 9-11 Mai, [ ]"
publications,2007,"Boudard, Pognan","Développement d’approches convergentes pour un accès à un multilinguisme étranger. (un pour tous, tous pour un)","Colloque international « Diálogos em Intercompreensão », Lisbonne (Portugal)"
publications,2007,Boudon Pierre,Le champ kaléidoscopique de la représentation,"Actes du Colloque SCAN07, Liège, mai"
publications,2007,Chai Hyunzoo,Automatic Annotation for Korean - Approach based on the conceptual exploration method,"DEXA, Regensburg, Germany, 3-7 September 2007, [ ]"
publications,2007,"Chai Hyunzoo, Djioua Brahim, Le Priol Florence, Desclés Jean-Pierre",Korean Semantic Annotation on the EXCOM Platform,"The 21st Pacific Asia Conference on Language, Information and Computation, Seoul, Korea, 1-3 novembre 2007, [ ]"
publications,2007,Desclés Jean-Pierre,"Ontologies, Semantic Maps and Cognitive Scheme","keynote talk in Proceedings of the Twenteth International FLAIRS Conference, Key-West, Florida, 7-9 may, 412-418"
publications,2007,"Djioua Brahim, Desclés Jean-Pierre",Indexing Documents by Discourse and Semantic Contents from Automatic Annotations of Texts,"FLAIRS 2007, Special Track ""Automatic Annotation and Information Retrieval: New Perspectives, Key West, Floride,, 9-11 mai, 356-361"
publications,2007,"Djioua Brahim, Desclés Jean-Pierre, Mourad Ghassan",Annotation et indexation des flux RSS par des relations discursives de citation et de rencontre : le système FluxExcom,"""Analyse de texte par ordinateur, multilinguisme et applications"", 75e congrès de l'ACFAS, Trois-Rivières, Canada, 10-11 mai 2007, [ ]"
publications,2007,"Djioua Brahim, Jean-Pierre Desclés",Indexing Documents by Discourse and Semantic Contents from Automatic Annotations of Texts,"FLAIRS 2007, Special Track ""Automatic Annotation and Information Retrieval : New Perspectives"", Key West, Floride, 9-11 Mai, [ ]"
publications,2007,Elkhlifi Aymen et Faïz Rim,Machine Learning Approach for the Automatic Annotation of Events,"Proceedings of the 20th International FLAIRS 2007 - Special Track: Automatic Annotation and Information Retrieval: New Perspectives, D. Wilson and G. Sutcliffe (Editors), AAAI Press, California, 362-367"
publications,2007,"Foster Jennifer, Wagner Joachim, Seddah Djamé and van Genabith Josef",Adapting WSJ-Trained Parsers to the British National Corpus using In-Domain Self-Training,"Tenth International Conference on Parsing Technology (IWPT07), Prague, République Tchèque, Juillet"
publications,2007,Gorgatchev Bissera,The English Present Perfect and the Bulgarian Aorist : a Contrastive Corpus Study,"Colloque International de l’AFLiCo, Lille, 10-12 mai"
publications,2007,Gorgatchev Bissera,Les imperfectifs secondaires en bulgare : vers une perfectivation implicite,"Colloque JE Implicite – ERIAC, Rouen, 3-4 mai"
publications,2007,Gwiazdecka Ewa,Kilka uwag o dokonano&#347;ci w j&#281;zyku polskim i francuskim,"W. Chlopicki (red) Komunikacja mi&#281;dzykulturowa: perspektywy bada&#324; interdyscyplinarnych, J&#281;zyk a komunikacja 19, Tertium, Kraków"
publications,2007,Jackiewicz Agata,Objets de la prise en charge dans le discours rapporté,"Colloque international « Prise en charge / commitment », Anvers, 11-13 janvier 2007"
publications,2007,"Jambou Louis, Le Priol Florence",Un outil pour un nouveau savoir musical,"Digital Humanities 2007, University of Illinois, Urbana-Champaign, 4-7 Juin, 98-100 [ ]"
publications,2007,Kostov Jovan,"Locutoire, Illocutoire, Perlocutoire: les conditions de réussite de l’impératif","Journée d’étude Pragmatique et Rhétorique, Université de Perpignan"
publications,2007,"Kubo&#328;, Lopatková, Plátek, Pognan Patrice",A linguistically-based Segmentation of Complex Sentences,"FLAIRS 2007 (20th International Florida Artificial Intelligence Research Society Conference), Key West, Floride (USA)"
publications,2007,Le Priol Florence,ONTOBUILD : construire automatiquement une ontologie de domaine à partir d'un corpus,"""Analyse de texte par ordinateur, multilinguisme et applications"", 75e congrès de l'ACFAS, Trois-Rivières, Canada, 10-11 mai 2007, [ ]"
publications,2007,"Le Priol Florence, Djioua Brahim, Garcia Daniela",Automatic Annotation of Discourse and Semantic Relations supplemented by Terminology Extraction for Domain Ontology Building and Information Retrieval,"FLAIRS 2007, Special Track ""Automatic Annotation and Information Retrieval : New Perspectives"", Key West, Floride, 9-11 Mai, 374-379 [ ]"
publications,2007,Merkoulova Inna,Parler sans dire : le sujet passionné dans une pièce de Bernard-Marie Koltès [Govorit i ne skazat : strastnyj personaj odnoj piesy Bernara-Mari Koltesa],Actes du colloque La sémiotique contemporaine en dialogue avec les sciences humaines
publications,2007,Pascu Anca,Axiomatique et règles de la Logique de la Détermination d'Objets,"Actes du Colloque Attitudes et Actions dans le Discours, dans le cadre du congrès ACFAS « Esprit en Mouvement », Université du Québec à Trois Rivière, 7-11 mai, 543-545"
publications,2007,"Provôt Agnès, Jean-Pierre Desclés et Aude Vinzerich",Invariant sémantique du présent de l'indicatif en français,"Symposium de l'Association for French Language Studies, ""Le français sous tous ses aspects"", Université du Littoral de Boulogne-sur-Mer, France, 3-5 septembre"
publications,2007,"Taïfi Miloud, Pognan Patrice",Pour une lexicographie berbère unilingue,"Colloque international « 4. Bayreuth-Frankfurt-Leidener Kolloquium zur Berberologie », Frankfurt am Main (Allemagne)"
publications,2007,Vinzerich Aude,Faut-il partir de la théorie des « mondes possibles » pour l’analyse sémantico-cognitive des modalités ?,"Deuxième colloque international de l’AFliCO, Lille, France, 10-12 mai"
publications,2007,Vinzerich Aude,Le marquage de la prise en charge en français : le cas de l’assertion,"Commitment 2007, Anvers, Belgique, 11-13 janvier"
publications,2007,"Wagner Joachim, Seddah Djamé, Foster Jennifer and van Genabith Josef",C-Structures and F-Structures for the British National Corpus,"Lexical Functional Grammar Conference (LFG07), Standford, EU, Juillet"
publications,2007,"Bentolila, Pognan","L’écriture, quelle histoire !","Colloque « Standardisation de la langue amazighe: la graphie latine », Barcelone (Espagne)"
publications,2007,"Desclés Jean-Pierre, Pascu Anca",Logic of Determination of Object an Formal Concept Analysis,"38th Meeting of the European Mathematical Psychology Group, Luxembourg, 13-17 septembre, [ ]"
publications,2007,Gorgatchev Bissera,Télicité et atélicité : L’envers du décor,"47e Congrès de la SAES, Avignon, 11-13 mai"
publications,2007,Ibrahim Amr Helmy,Les perturbations des relations d'appropriation et de détermination liées à l'actualisation des noms sont-elles réajustables?,"Perturbations et réajustements: langue et langage, (Béatrice Vaxelaire, Rudolph Sock, Georges Kleiber &amp; Fabrice Marsac éds), Strasbourg: Publications de l'Université Marc Bloch, 279-286"
publications,2007,"Jackiewicz Agata,Laublet Philippe",Web sémantique et linguistique du discours. OntoDiscours : un tournant énonciatif,"Conférence TIA’07, Journée Ontologies et textes, INRIA Sophia Antipolis, octobre 2007"
publications,2007,Lemay Diana,La diffusion du slovaque en Europe,"Politiques linguistiques, apprentissage des langues et francophonie en Europe centrale et orientale, INALCO, Paris, 24-25 mai, [ ]"
publications,2007,Lemay Diana,L’importance des palatalisations en slovaque – langue étrangère,"La porte des langues ouvertes vers les hommes,, INALCO, Paris, 7 juin, [ ]"
publications,2007,"Lozachmeur G., Pascu Anca",Les processus définitoires dans le texte poétique : Le Parti pris des choses de Francis Ponge ; approche linguistique et formelle,"Nouvelles journées de l'ERLA N° 8 -- Aspects linguistiques du texte poétique, Brest, novembre"
publications,2007,"Passant Alexandre, Laublet Philippe",Ontologies et Web 2.0 : une Expérimentation en Entreprise,"Workshop Ontologies et Gestion de l’Hétérogénéité Sémantique (OGHS), Plate-forme AFIA, Grenoble, Juin 2007"
publications,2007,Abraham Maryvonne,Usage des TICs dans la palliation du handicap de parole.,"Journée d'étude e-santé, Co-conception et logiques d'usage en E-santé : entre sciences sociales et sciences de l'ingénieur, Brest, France, 27 juin"
publications,2007,Abraham Maryvonne,La polysémie du lexique,"Journées GRAMAGICOM, Brest, France, 28 février-1er mars"
publications,2007,Ibrahim Amr Helmy,Ordres idiosyncrasiques et neutralisation universelle dans les opérations de détermination,"11 ème journée scientifique de la CRI , Diversité des Langues et Détermination, Paris, 12 mai"
publications,2007,Pognan Patrice,Automatická analýza a grafémo-fono-morfologický systém &#269;eštiny (Analyse automatique et système graphémo-phono-morphologique du tchèque),"cours en video (2 x 1h30) à la Faculté de Mathématique et de Physique de l’Université Charles de Prague, http://lectures.ms.mff.cuni.cz/video/recordshow/index/7/60, http://lectures.ms.mff.cuni.cz/video/recordshow/index/7/62"
publications,2007,"Caraty Marie-Jo, Montacié Claude, Terrier M",Speech Understanding Strategy for Spoken Question-Answer Pairs Dialogue,"rapport de contrat de recherche avec la société Sonear , 8 pages"
publications,2007,"Montacié Claude, Kranigk J.",Implémentation et évaluation d’une maquette de vérification du locuteur sur un processeur TMS320C70,"rapport de contrat de recherche avec la société CDVI, 30 pages"
publications,2008,"Berry Wafa, Mourad Ghassan",Le Contexte,Ed. Université libanaise
publications,2008,Lemay Diana,Espace(s),"Eds. Fictions européennes/Hors série, CNES, Paris"
publications,2008,Merkoulova Inna,O semiotike pisma v literaturnykh tekstah [Pour une sémiotique del’écrit dans les textes littéraires],"Moscou, Editions Shkola YARK, 228 pages"
publications,2008,Pascu Anca,"La Langue, la linguistique et le texte religieux","Harmattan, 19-30"
publications,2008,Boudon Pierre,Les Âges de la vie,"Eds. dir. Y. Darrault et I. Fontanille-Klock, Presses Universitaires de France, collection « Formes sémiotiques »"
publications,2008,Merkoulova Inna (Dir.),"Actes de la table-ronde ""La coopération universitaire entre la Russie et la France : perspectives nouvelles dans le domaine des sciences humaines","Eds. Paris, Disponible sur : www.russiefrance.org (site du Centre culturel de Russie à Paris)."
publications,2008,"Mourad Ghassan, Berry Wafa (Dir.)",Le Contexte (actes de colloque),"édition de l’université libanaise, à paraître"
publications,2008,Boudon Pierre,"hip as a Space Locus, Architecture as a Space Fabrica","Semiotica, à paraître, Bloomington"
publications,2008,Desclés Jean-Pierre,De la définition chez Pascal aux définitions en Logique Combinatoire,"Travaux de logique, N°19, à paraître, Université de Neufchâtel, 73-113"
publications,2008,"Desclés Jean-Pierre, Djioua Brahim",La recherche d'informations par accès aux contenus sémantiques : vers une nouvelle classe de Systèmes de Recherches d'Informations...,"Linguistique Informatique, Revue roumaine de linguistique, vol LII, n°1-2, 5-54 [ ]"
publications,2008,Freund Michael,On the notion of concept I,"Artificial Intelligence, n° 172, 570-590 [ ]"
publications,2008,Guibert Gaell,La chaine prédicative,"Semiotica, à paraître"
publications,2008,Pognan Patrice,De la théorie à l’application. Vallex: une démarche exemplaire,"The Prague Bulletin of Mathematical Linguistics n° 89, Prague (République tchèque)"
publications,2008,"Blais Antoine, Desclés Jean-Pierre",L'annotation discursive de textes et son application au résumé automatique,"DISCOURS, à paraître, Université Paris-Sorbonne, Paris, France"
publications,2008,Desclés Jean-Pierre,Opérations de prédication et de détermination,"Revue de linguistique et de didactique des langues, N°37, Université Stendhal de Grenoble, 61-67"
publications,2008,Faïz Rim et Elkhlifi Aymen,Approche d’annotation automatique des événements,"Revue des Nouvelles Technologies de l’Information (RNTI), D. A. Zighed et G. Venturini (Editeurs), Vol.1, Cépadues-Editions, 37-42"
publications,2008,Ibrahim Amr Helmy,Une interprétation matricielle de la théorie de la potentialité de Vilém Mathesius,"Synchronie dynamique du système linguistique (Jan Radimsky éd.), Écho des études romanes, vol. III / n° 1-2, &#268;eské Bud&#283;jovice: Université de Bohême du Sud, 41-54"
publications,2008,Ibrahim Amr Helmy,"Moment, phase et manière du procès dans les matrices analytiques définitoires","Philologica, Zbornik Filozofickej Fakulty Univerzity Komenského (Recueil de travaux de la Faculté des Lettres de l'Université Comenius),, Bratislava, 83-93"
publications,2008,"Desclés Jean-Pierre, Guibert Gaell",Jonas ou la volonté de dialoguer,"Sémiotique et Bible, N°126 et 127, , 34-63 et 40-67"
publications,2008,Merkoulova Inna,Une vieille idée russe renouvelée en France : polyphonie et dialogue des cultures,"numéro spécial Revue russe, à paraître, Association française des russisants - Institut d’études slaves, Paris"
publications,2008,Merkoulova Inna,L’avant-garde fantastique de Sigismund Krzyzanovski,"Kitch et avant-garde, numéro spécial Prothée, Québec"
publications,2008,Blais Antoine,"Résumé automatique de textes scientifiques et construction de fiches de synthèse catégorisées : Approche linguistique par annotations sémantiques et réalisation informatique,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2008-06-25 [ ]"
publications,2008,Daynovska Denitsa,"Analyse de quelques préverbes et prépositions français et bulgares dans une perspective cognitive et formelle,","sous la direction de Jean-Pierre Desclés , Université de Paris–Sorbonne et Université de Sofia «St. Clément d’Ohrid», 2008-06-09 [ ]"
publications,2008,Šmilauer Ivan,"Acquisition du tchèque par les francophones : analyse automatique des erreurs de déclinaison,","sous la direction de Eva Haji&#269;ová et Patrice Pognan , Université Charles de Prague, lnstitut National des Langues et Civilisations Orientales (INALCO), 2008-11-29 [ ]"
publications,2008,,"Vers une nouvelle théorie de la pertinence et de ses origines cognitives,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2008-06-16"
publications,2008,"Alrahabi Motasem , Desclés Jean-Pierre","Automatic annotation of direct reported speech in Arabic and French, according to semantic map of enunciative modalities","6th International Conference on Natural Language Processing, GoTAL, Gothenburg, Sweden, August 25-27, 41-51 [ ]"
publications,2008,"Atanassova Iana, Blais Antoine, Desclés Jean-Pierre",A Cross-lingual Approach to the Discourse Automatic Annotation : Application to French and Bulgarian,"FLAIRS-21 (21th International Florida Artificial Intelligence Research Society Conference), Miami, Florida, 15-17 may, 450-455 [ ] [ ]"
publications,2008,"Atanassova Iana, Desclés Jean-Pierre, Franchi Aurélien, Le Priol Florence",La plate-forme EXCOM comme outil automatique d'annotations sémantiques des textes pour la catégorisation d'informations sur le Web,"Colloque ""Internet : besoin de communiquer autrement"", Université St. Clément d'Ohride, Sofia, Bulgarie, 25-26 octobre, [ ] [ ]"
publications,2008,"Battistelli Delphine, Couto Javier, Minel Jean-Luc, Schwer Sylviane",Representing and visualizing calendar expressions in texts,"Actes STEP’08 (Symposium on Semantics in Systems for Text Processing), Venise, 22-24 septembre 2008, 10 pages"
publications,2008,"Battistelli Delphine, Couto Javier, Minel Jean-Luc, Schwer Sylviane",Représentation algébrique des expressions calendaires et vue calendaire d’un texte,"TALN’08 (Traitement automatique du langage naturel 2008), Avignon, 8-12 juin, 10 pages"
publications,2008,Bertin Marc,Categorizations and annotations of Citation in Research Evaluation,"FLAIRS-21 (21th International Florida Artificial Intelligence Research Society Conference), Miami, Florida, 15-17 may, 456-461 [ ]"
publications,2008,Desclés Jean-Pierre,Towards a Bridge between Cognitive Linguistics and Formal Ontology,"keynote talk, in Proceedings of the Twenty First International FLAIRS Conference, Coconut Grove, Florida,, 15-17 may, 18-20"
publications,2008,Elkhlifi Aymen et Faïz Rim,AnnotEv : Système d’annotation des événements,"Actes des huitièmes journées scientifiques des jeunes chercheurs en Génie Electronique et Informatique (GEI 2008) session spéciale Web Sémantique, Sousse, Tunisie, 173-182"
publications,2008,Gwiazdecka Ewa,L’achèvement comme catégorie aspectuelle en polonais et en français,"Studia Romanica Tartuensia, Tartu, Estonia"
publications,2008,Ibrahim Amr Helmy,A text-book case for Arabic dialects typology: the evolution of expressive structures in Egyptian Arabic,"Arabic dialects classifications: cues and models, Current issues in Linguistic theories, Amsterdam: Benjamin"
publications,2008,"Kang Juyeon, Desclés Jean-Pierre",Korean Parsing Based on Applicative Combinatory Categorial Grammar,"The 22nd Pacific Asia Conference On Language, Informatics and Computation,, Cebu City, Philippines, 20-22 november, 10p [ ]"
publications,2008,"Kang juyeon, Desclés Jean-Pierre","Categorial Grammar, Combinatory Logic and the Korean Language Processing","FLAIRS-21 (21th International Florida Artificial Intelligence Research Society Conference), Miami, Florida, 15-17 may, [ ]"
publications,2008,Le Priol Florence,"Automatic annotation of images, pictures or videos comments for text mining guided by no textual data","FLAIRS-21 (21th International Florida Artificial Intelligence Research Society Conference), Miami, Florida, 15-17 may, 494-499 [ ]"
publications,2008,Merkoulova Inna,Pour une rhétorique de la graphie dans les messages artistiques,"Figures de la figure, Actes du colloque Sémiotique et Rhétorique générale, Urbino, dir. S. Badir et J.-M. Klinkenberg. Limoges, Pulim, 2002, 203-214"
publications,2008,"Pascu Anca, Desclés Jean-Pierre",Attribute-Value Formalization in the Framework of the Logic of Determination of Objects,"Proceedings of the Twenty First International FLAIRS Conference, Florida, 15-17 May, 506-512 [ ]"
publications,2008,"Passant Alexandre, Laublet Philippe",Towards an Interlinked Semantic Wiki Farm,"3rd Semantic Wiki Workshop co-located with the 5th European Semantic Web Conference (ESWC) http://www.eswc2008.org , Tenerife, Spain, June 02"
publications,2008,"Passant Alexandre, Laublet Philippe",Meaning Of A Tag: A collaborative approach to bridge the gap between tagging and Linked Data,"Linked Data on The Web (LDOW2008), Workshop, WWW2008, Pékin, April"
publications,2008,"Passant Alexandre, Laublet Philippe",Combining Structure and Semantics for Ontology-based Corporate Wikis,"11th International Conference on Business Information Systems, BIS 2008, Innsbruck, Austria, 5-7 May"
publications,2008,Pognan Patrice,Le système linguistique global pour l’enseignement d’une langue individuelle ou du groupe de langues,"Didactique de l’intercompréhension (8-13 ans) - multilinguisme et apports cognitifs à l’école, Congrès européen Euro-mania, Toulouse"
publications,2008,Rossi Aurélie,Applicative and combinatory categorial grammar : analysis of the french interrogative sentences,"FLAIRS-21 (21th International Florida Artificial Intelligence Research Society Conference), Miami, Florida, 15-17 may, 512-517"
publications,2008,Seddah Djamé,Processing of Elliptic Coordination using Multi Component TAG,"The Ninth International Workshop on Tree Adjoining Grammars and Related Formalisms, Tuebingen, Allemagne, Juin"
publications,2008,Seddah Djamé,Coordination and Control processing using Multi-Component TAG grammar: is this realistic?,"2nd NaTAL Workshop, Nancy, France, 24 juin"
publications,2008,"Taïfi Miloud, Pognan Patrice",Dualité toponymique au Maroc: projet de répertorisation et description linguistique,"Primer Col-loqui Internacional sobre la Toponimia Amaziga (Premier colloque international de typonymie berbère), Barcelone (Espagne)"
publications,2008,"Teisseidre Charles, Djioua Brahim, Desclés Jean-Pierre","Automatic Retrieval of Definitions in Texts, in Accordance with a General Linguistic Ontology","FLAIRS-21 (21th International Florida Artificial Intelligence, Research Society Conference), Miami, Florida, 15-17 may, 518-523"
publications,2008,"Weiser Stéphanie, Laublet Philippe, Minel Jean-Luc",Automatic identification of temporal information in tourism web pages,"LREC 2008, Marrakech, May"
publications,2008,"Desclés Jean-Pierre, Guentcheva Zlatka","Analyse sémantique des temps, aspects, modalités (TAM) par des représentations topologiques","8ième colloque internationale de linguistique, Séoul, août"
publications,2008,"Desclés Jean-Pierre, Pascu Anca",Logic of Determination of Object an Gallois correspondences,"39th Meeting of the European Mathematical Psychology Group (EMPG), Vienne, octobre, [ ]"
publications,2008,"Desclés Jean-Pierre, Vinzerich Aude",Modélisation topologique des modalités,"18ième colloque internationale de linguistique, Séoul, août"
publications,2008,Elkhlifi Aymen et Faïz Rim,Approche Hybride pour le traitement automatique de la langue,"Journées scientifiques en Informatique appliquée à la langue, Hammamet, Tunisie, 13-14 février"
publications,2008,Guibert Gaell,"Quels éléments structurels repérer dans un texte? aspects théoriques, méthodologiques et application sur le texte de la Constitution Européenne de 2004 (chapitre 1)","Colloque nouvelles approches en linguistique textuelle, Bruxelles, 22-24 mai"
publications,2008,"Lagji Klara, Le Priol Florence",Ndarja automatike e teksteve në gjuhën shqipe në kuadrin e Excom2 (Segmentation automatique de textes en langue albanaise dans le cadre d'Excom2),"2e séminaire International de l'Albanologie : Les études albanologiques dans le nouveau millénaire, Albanie, Université d'Etat de Tetovo, 22-28 septembre"
publications,2008,Mourad Ghassan,Segmentation et étiquetage de textes par la méthode d’exploration contextuelle,"Lyon, 3-6 mars"
publications,2008,Boudon Pierre,Sémiotique et Architecture : quel apport offre cette discipline à une science du projet ?,"numéro spécial en ligne des Nouveaux Actes Sémiotique, Limoges, 7 pages"
publications,2008,Kostov Jovan,L’Aspect du verbe macédonien,"Colloque SLAV, Lille, Université de Lille 3"
publications,2008,Le Priol Florence,Un outil de filtrage automatique des images et de leurs commentaires,"Les Nouvelles Journées de l'ERLA n°9, ""L'image dans le texte scientifique"", Université de Bretagne Occidentale, Brest, 21-22 novembre 2008, [ ]"
publications,2008,"Passant Alexandre, Laublet Philippe",Ontologies et Web 2.0,"19e Journées Francophones d’Ingénierie des Connaissances (IC2008), Nancy, Juin"
publications,2008,Desclés Jean-Pierre,Présentation du programme de la GAC dans une approche interdisciplinaire,"invitation comme Grand Témoins, Groupe d’interdisciplinarité, Paris"
publications,2008,"Djioua Brahim, Desclés Jean-Pierre, Le Priol Florence",MOCXE,"Rapport de recherche, Contrat France Telecom, 106 pages"
publications,2009,Abraham Maryvonne,Annotations automatiques et recherche d'informations,"Eds. dir. Desclés Jean-Pierre, Le Priol Florence, Hermes - Traite IC2 -- serie Cognition et Traitement de l'information"
publications,2009,Alrahabi Motasem,Annotations automatiques et recherche d'informations,"Eds. dir. Desclés Jean-Pierre, Le Priol Florence, Hermes - Traite IC2 -- serie Cognition et Traitement de l'information"
publications,2009,"Alrahabi Motasem, Desclés Jean-Pierre","Methods of lexical analysis, theoretical assumptions and practical applications","Eds. Bogacki, K., Cholewa, J., Rozumko, A., Wydawnictwo Uniwersytetu w Bialymstoku"
publications,2009,Battistelli Delphine,"Filtrage sémantique, De l'annotation à la navigation textuelle","Eds. J.-L. Minel, Hermès, 67-108"
publications,2009,"Daynovska Denitsa, Gwiazdecka Ewa","Methods of lexical analysis, theoretical assumptions and practical applications","Eds. Bogacki, K., Cholewa, J., Rozumko, A., Bia&#322;ystok, 103-112 [ ]"
publications,2009,"Daynovska, Denitsa",Des mots et du texte aux conceptions de la description linguistique,"Eds. Université de Varsovie, à paraitre"
publications,2009,"Desclés Jean-Pierre, Djioua Brahim",Annotations automatiques et recherche d'informations,"Eds. dir. Desclés Jean-Pierre, Le Priol Florence, Hermes - Traite IC2 -- serie Cognition et Traitement de l'information"
publications,2009,Faïz Rim et Elkhlifi Aymen,Annotations automatiques et recherche d'informations,"Eds. dir. Desclés Jean-Pierre, Le Priol Florence, Hermes - Traite IC2 -- serie Cognition et Traitement de l'information"
publications,2009,Gwiazdecka Ewa,"Methods of lexical analysis, theoretical assumptions and practical applications","Eds. Bogacki, K., Cholewa, J., Rozumko, A., Bia&#322;ystok, 155-164 [ ]"
publications,2009,"Jouannaux, Pognan",Frazeologický slovník &#269;eštiny / Dictionnaire phraséologique du tchèque,"Eds. F. &#268;ermák, Leda, Prague (République tchèque)"
publications,2009,Laublet Philippe,Digital Cognitive Technologies Epistemology and Knowledge Society,"Eds. Bernard Reber, France Claire Brossaud, ISTE, Wiley"
publications,2009,"Le Priol Florence, Bertin Marc, Blais Antoine",Annotations automatiques et recherche d'informations,"Eds. dir. Desclés Jean-Pierre, Le Priol Florence, Hermes - Traite IC2 -- serie Cognition et Traitement de l'information"
publications,2009,Mourad Ghassan,La sémantique des signes de ponctuation et leur traitement automatique,"Beyrouth, Liban, à paraître"
publications,2009,Zarri Gian Piedro,Representation and Management of Narrative Information: Theoretical Principles and Implementation,"(Series: Advanced Information and Knowledge Processing ), London: Springer, à paraître"
publications,2009,"Desclés Jean-Pierre, Le Priol Florence (Dir.)",Annotations automatiques et recherche d'informations,"Hermes - Traite IC2 -- serie Cognition et Traitement de l'information, [ ]"
publications,2009,"Alrahabi Motasem, Desclés Jean-Pierre","Opérations de prise en charge énonciative : assertion, médiatif et modalités dans le discours rapporté direct, en arabe et en français","Methods of lexical analysis, theoretical assumptions and practical applications, Bogacki, K., Cholewa, J., Rozumko, A. eds., Bialystok: Wydawnictwo Uniwersytetu w Bialymstoku, [ ]"
publications,2009,Elkhlifi Aymen et Faiz Rim,Automatic Annotation Approach of Events,"News Articles. International Journal of Computing &amp; Information Sciences (IJCIS), à paraitre"
publications,2009,Freund Michael,On the notion of concept II,"Artificial Intelligence, à paraître"
publications,2009,Gwiazdecka Ewa,Quelle description pour le préverbe polonais ?,"Cognitive Studies/ Études Cognitives 9, SOW Publishing House, Warsaw, 243-255 [ ]"
publications,2009,"Passant Alexandre, Laublet Philippe, Breslin John G., Decker Stefan",An URI is worth a thousand tags: From tagging to Linked Data with MOAT,"International Journal of Semantic Web and Information Systems (JSWIS), 5(3), 71-94"
publications,2009,Provôt Agnès,"Le ""futur dans le passé"" en français et en allemand : concurrence des formes wird, werde et würde en allemand et comparaison avec le conditionnel français","Revue de Sémantique et Pragmatique, n° 25, 205-222 [ ]"
publications,2009,Boizou Loïc,"Analyse lexicale automatique du lithuanien,","sous la direction de Patrice Pognan , Université Paris-Sorbonne, 2009-07-01"
publications,2009,Chai Hyunzoo,"Problèmes de l’Annotation Sémantique Automatique Multilingue - une étude de cas : les relations de localisation en Coréen par la méthode d’Exploration Contextuelle,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2009-07-09"
publications,2009,Ivanova-Tarasova Elena,"Approche cognitive et formelle de la polysémie verbale : les verbes de transfert en français et en russe (comparaison et différences),","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2009-02-07 [ ]"
publications,2009,Passant Alexandre,"Technologies du Web Sémantique pour l'Entreprise 2.0,","sous la direction de Jean-Pierre Desclés (Directeur), Philippe Laublet (Co-directeur) , Université Paris-Sorbonne, 2009-06-09"
